Id,Country,Name,Hometown,Position,Age,Height,Weight,Photo
Fra-21,France,Paul Boudehent,,Flanker,24,192 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65763.png
Fra-22,France,Anthony Jelonch,,Flanker,27,193 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55618.png
Fra-23,France,Charles Ollivon,"Bayonne, France",Flanker,30,199 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54574.png
Fra-24,France,Bastien Chalureau,,Lock,31,199 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45689.png
Fra-25,France,Cameron Woki,,Lock,25,197 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59917.png
Fra-26,France,Romain Taofifenua,"Mont De Marsan, France",Lock,33,201 Cm,136 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39489.png
Fra-27,France,Thibaud Flament,,Lock,26,203 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72518.png
Fra-28,France,Jean-Baptiste Gros,,Prop,24,195 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62406.png
Fra-29,France,Dorian Aldegheri,,Prop,30,180 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65537.png
Fra-30,France,Sipili Falatea,,Prop,26,183 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71728.png
Fra-31,France,Uini Atonio,"Timaru, New Zealand",Prop,33,197 Cm,146 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36970.png
Fra-32,France,Cyril Baille,"Pau, France",Prop,30,182 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48741.png
Fra-33,France,Reda Wardi,,Prop,28,185 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/75596.png
Nzl-1,New-Zealand,Richie Mo'Unga,"Christchurch, New Zealand",10,29,179 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50413.png
Nzl-2,New-Zealand,Beauden Barrett,"New Plymouth, New Zealand",15,32,187 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/42625.png
Nzl-3,New-Zealand,Rieko Ioane,"Auckland, New Zealand",Centre,26,189 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54731.png
Nzl-4,New-Zealand,Jordie Barrett,"New Plymouth, New Zealand",Centre,26,194 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57717.png
Nzl-5,New-Zealand,Anton Lienert-Brown,"Lincoln, New Zealand",Centre,28,187 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50409.png
Nzl-6,New-Zealand,Damian Mckenzie,,Fiveeighths,28,171 Cm,78 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50410.png
Nzl-7,New-Zealand,Finlay Christie,,Half Back,28,177 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61112.png
Nzl-8,New-Zealand,Aaron Smith,"Palmerston North, New Zealand",Half Back,35,171 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34028.png
Nzl-9,New-Zealand,Cam Roigard,"Hamilton, New Zealand",Half Back,23,183 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/75794.png
Nzl-10,New-Zealand,David Havili,,Utility Back,28,188 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50765.png
Nzl-11,New-Zealand,Will Jordan,,Wing,25,188 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60537.png
Nzl-12,New-Zealand,Caleb Clarke,,Wing,24,188 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60542.png
Nzl-13,New-Zealand,Leicester Fainga'Anuku,,Wing,24,188 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63205.png
Nzl-14,New-Zealand,Mark Tele'A,"Auckland, New Zealand",Wing,27,186 Cm,94 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/75620.png
Nzl-15,New-Zealand,Codie Taylor,"Levin, New Zealand",2,32,183 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/42575.png
Nzl-16,New-Zealand,Samisoni Taukei'Aho,"Tongatapu, Tonga",2,26,183 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71869.png
Nzl-17,New-Zealand,Dane Coles,"Wellington, New Zealand",2,37,184 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/29607.png
Nzl-18,New-Zealand,Ardie Savea,"Wellington, New Zealand",8,30,188 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47998.png
Nzl-19,New-Zealand,Ethan Blackadder,"Rangiora, New Zealand",Flanker,28, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71646.png
Nzl-20,New-Zealand,Dalton Papali'I,"Otahuhu, New Zealand",Flanker,26,191 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57734.png
Nzl-21,New-Zealand,Luke Jacobson,"Te Awamutu, New Zealand",Flanker,26,191 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57723.png
Nzl-22,New-Zealand,Shannon Frizell,"Tofoa, Tonga",Flanker,29,188 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50136.png
Nzl-23,New-Zealand,Sam Cane,"Rotorua, New Zealand",Flanker,31,189 Cm,106 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/42605.png
Nzl-24,New-Zealand,Samuel Whitelock,"Palmerston North, New Zealand",Lock,35,202 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/32482.png
Nzl-25,New-Zealand,Brodie Retallick,"Rangiora, New Zealand",Lock,32,204 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43512.png
Nzl-26,New-Zealand,Scott Barrett,"New Plymouth, New Zealand",Lock,30,197 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48044.png
Nzl-27,New-Zealand,Tupou Vaa'I,,Lock,23,197 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66940.png
Nzl-28,New-Zealand,Tyrel Lomax,"Canberra, Australia",Prop,27,192 Cm,127 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55796.png
Nzl-29,New-Zealand,Nepo Laulala,"Faga'Alu, American Samoa",Prop,32,184 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56100.png
Nzl-30,New-Zealand,Ofa Tuungafasi,"Tofoa, Tonga",Prop,31,193 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43596.png
Nzl-31,New-Zealand,Ethan De Groot,,Prop,25,190 Cm,135 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71786.png
Nzl-32,New-Zealand,Fletcher Newell,,Prop,23,186 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66918.png
Nzl-33,New-Zealand,Tamaiti Williams,,Prop,23,196 Cm,144 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66931.png
Ita-1,Italy,Tommaso Allan,"Vicenza, Italy",10,30,184 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49561.png
Ita-2,Italy,Giacomo Da Re,,10,24,183 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65733.png
Ita-3,Italy,Paolo Garbisi,"Venezia, Italy",10,23,182 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65734.png
Ita-4,Italy,Ange Capuozzo,,15,24,177 Cm,70 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67092.png
Ita-5,Italy,Stephen Varney,"Carmarthen, Wales",9,22,178 Cm,78 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69015.png
Ita-6,Italy,Alessandro Garbisi,,9,21,178 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/70905.png
Ita-7,Italy,Martin Page-Relo,,9,24,178 Cm,77 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/df777094-4060-49c1-8361-65c5f2f40ebb.png
Ita-8,Italy,Paolo Odogwu,,Centre,26,183 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56799.png
Ita-9,Italy,Juan Ignacio Brex,"Buenos Aires, Argentina",Centre,31,190 Cm,94 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45840.png
Ita-10,Italy,Luca Morisi,"Milano, Italy",Centre,32,183 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39867.png
Ita-11,Italy,Lorenzo Pani,,Utility Back,21,188 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71407.png
Ita-12,Italy,Alessandro Fusco,,Utility Back,24,183 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62497.png
Ita-13,Italy,Pierre Bruno,,Wing,27,181 Cm,83 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56873.png
Ita-14,Italy,Montanna Ioane,"Melbourne, Australia",Wing,29,182 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69902.png
Ita-15,Italy,Hame Faiva,,2,29,183 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48053.png
Ita-16,Italy,Giacomo Nicotera,,2,27,183 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72598.png
Ita-17,Italy,Marco Manfredi,"Fribourg, Germany",2,26,183 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56883.png
Ita-18,Italy,Lorenzo Cannone,,8,22,188 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69013.png
Ita-19,Italy,Toa Halafihi,,8,30,185 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72917.png
Ita-20,Italy,Giovanni Pettinelli,,Flanker,27,193 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56888.png
Ita-21,Italy,Michele Lamaro,"Roma, Italy",Flanker,25,186 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60008.png
Ita-22,Italy,Manuel Zuliani,,Flanker,23,186 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65841.png
Ita-23,Italy,Sebastian Negri,"Marondera, Zimbabwe",Flanker,29,195 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56053.png
Ita-24,Italy,Federico Ruzza,"Padova, Italy",Lock,29,198 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50391.png
Ita-25,Italy,David Sisi,"Rinteln, Germany",Lock,30,193 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45663.png
Ita-26,Italy,Niccolo Cannone,"Florence, Italy",Lock,25,195 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60323.png
Ita-27,Italy,Dino Lamb,,Lock,25,197 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60856.png
Ita-28,Italy,Federico Zani,"Parma, Italy",Prop,34,178 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56054.png
Ita-29,Italy,Paolo Buonfiglio,,Prop,28, Cm, Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Ita-30,Italy,Simone Ferrari,"Cernusco Sul Naviglio, Italy",Prop,29,185 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48322.png
Ita-31,Italy,Ivan Nemer,,Prop,25,180 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72519.png
Ita-32,Italy,Pietro Ceccarelli,"Roma, Italy",Prop,31,184 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45573.png
Ita-33,Italy,Marco Riccioni,"Pescara, Italy",Prop,26,185 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56889.png
Uru-1,Uruguay,Felipe Etcheverry,"Montevideo, Uruguay",10,27,176 Cm,75 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55335.png
Uru-2,Uruguay,Rodrigo Silva,"Montevideo, Uruguay",15,31,184 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43074.png
Uru-3,Uruguay,Santiago Arata,"Montevideo, Uruguay",9,27,174 Cm,78 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62992.png
Uru-4,Uruguay,Santiago Alvarez,,9,21,183 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71506.png
Uru-5,Uruguay,Agustin Ormaechea,"Montevideo, Uruguay",9,32,176 Cm,86 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39181.png
Uru-6,Uruguay,Juan Manuel Alonso,,Centre,22,183 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69812.png
Uru-7,Uruguay,Andres Vilaseca,"Montevideo, Uruguay",Centre,32,196 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39179.png
Uru-8,Uruguay,Tomas Inciarte,"Montevideo, Uruguay",Centre,27,180 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57453.png
Uru-9,Uruguay,Felipe Arcos Perez,,Centre,23,185 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67623.png
Uru-10,Uruguay,Felipe Berchesi,"Montevideo, Uruguay",Half Back,32,178 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39180.png
Uru-11,Uruguay,Nicolas Freitas,"Montevideo, Uruguay",Utility Back,30,179 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48443.png
Uru-12,Uruguay,Gaston Mieres,"Maldonado, Uruguay",Utility Back,34,181 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36604.png
Uru-13,Uruguay,Baltazar Amaya,,Utility Back,24,183 Cm,83 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64464.png
Uru-14,Uruguay,Ignacio Facciolo,,Wing,22,188 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71515.png
Uru-15,Uruguay,Bautista Basso,,Wing,22,180 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69218.png
Uru-16,Uruguay,German Kessler,"Montevideo, Uruguay",2,29,184 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50154.png
Uru-17,Uruguay,Guillermo Pujadas,"Montevideo, Uruguay",2,26,180 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57461.png
Uru-18,Uruguay,Carlos Deus,,8,22,189 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67762.png
Uru-19,Uruguay,Manuel Diana,"Montevideo, Uruguay",8,27,189 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55332.png
Uru-20,Uruguay,Manuel Ardao,"Montevideo, Uruguay",Flanker,25,177 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62623.png
Uru-21,Uruguay,Lucas Bianchi,,Flanker,22,190 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69810.png
Uru-22,Uruguay,Eric Dosantos,,Flanker,28,187 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55333.png
Uru-23,Uruguay,Santiago Civetta,"Montevideo, Uruguay",Flanker,25,184 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60291.png
Uru-24,Uruguay,Facundo Gattas,"Montevideo, Uruguay",Forward,28,184 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50170.png
Uru-25,Uruguay,Ignacio Dotti,"Montevideo, Uruguay",Lock,29,193 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50157.png
Uru-26,Uruguay,Felipe Aliaga,"Montevideo, Uruguay",Lock,24,183 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64456.png
Uru-27,Uruguay,Manuel Leindekar,"Montevideo, Uruguay",Lock,26,200 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55337.png
Uru-28,Uruguay,Juan Manuel Rodríguez,,Lock,26,187 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65172.png
Uru-29,Uruguay,Mateo Sanguinetti,"Montevideo, Uruguay",Prop,31,185 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43070.png
Uru-30,Uruguay,Matias Benitez,,Prop,35, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/75283.png
Uru-31,Uruguay,Diego Arbelo,"Montevideo, Uruguay",Prop,29,190 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48433.png
Uru-32,Uruguay,Ignacio Peculo,"Caba, Argentina",Prop,24,190 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61317.png
Uru-33,Uruguay,Reinaldo Piussi,"Mercedes, Uruguay",Prop,24,191 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61655.png
Nam-1,Namibia,Cliven Loubser,"Rehoboth, Namibia",10,26,176 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60273.png
Nam-2,Namibia,Andre Van Der Bergh,,10,25,180 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61436.png
Nam-3,Namibia,Tiaan Swanepoel,,10,27,180 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/be4c4091-11f4-4075-8e0b-33a78a1af7d5.png
Nam-4,Namibia,Divan Rossouw,"Windhoek, Namibia",15,27,187 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55314.png
Nam-5,Namibia,Jacques Theron,,9,24,179 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64594.png
Nam-6,Namibia,Oela Blaauw,,9,22,180 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/73999.png
Nam-7,Namibia,Helarius Kisting,"Mariental, Namibia",9,29,175 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60270.png
Nam-8,Namibia,Damian Stevens,"Walvis Bay, Namibia",9,28,175 Cm,70 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55316.png
Nam-9,Namibia,Alcino Izaacs,,Centre,30,189 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74130.png
Nam-10,Namibia,Johan Deysel,"Windhoek, Namibia",Centre,32,184 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49604.png
Nam-11,Namibia,Danco Burger,,Centre,25,189 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72613.png
Nam-12,Namibia,Lloyd Jacobs,,Utility Back,30, Cm, Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Nam-13,Namibia,Gerswin Mouton,,Wing,23,186 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64500.png
Nam-14,Namibia,Jc Greyling,"Okahandja, Namibia",Wing,32,187 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54471.png
Nam-15,Namibia,Obert Nortje,"Windhoek, Namibia",2,26,179 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57480.png
Nam-16,Namibia,Torsten Van Jaarsveld,"Windhoek, Namibia",2,36,173 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/46642.png
Nam-17,Namibia,Louis Van Der Westhuizen,"Windhoek, Namibia",2,28,178 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49605.png
Nam-18,Namibia,Adriaan Booysen,"Gobabis, Namibia",8,27,184 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67232.png
Nam-19,Namibia,Richard Hardwick,,8,29,188 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61029.png
Nam-20,Namibia,Max Katjijeko,"Windhoek, Namibia",Flanker,28,196 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55306.png
Nam-21,Namibia,Johan Retief,"Windhoek, Namibia",Flanker,28,190 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50123.png
Nam-22,Namibia,Wian Conradie,"Windhoek, Namibia",Flanker,29,185 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48338.png
Nam-23,Namibia,Prince Gaoseb,"Omaruru, Namibia",Flanker,25,186 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61426.png
Nam-24,Namibia,Tiaan De Klerk,,Lock,22,204 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/cb9ccb35-086c-4a16-9504-f538e0f2f7af.png
Nam-25,Namibia,Tjiuee Uanivi,"Otjiwarongo, Namibia",Lock,32,200 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54470.png
Nam-26,Namibia,Adriaan Ludick,"Windhoek, Namibia",Lock,25,198 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61428.png
Nam-27,Namibia,Mahepisa Tjeriko,"Windhoek, Namibia",Lock,30,195 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48352.png
Nam-28,Namibia,Pieter-Jan Van Lill,"Keetmanshoop, Namibia",Lock,40,192 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/31684.png
Nam-29,Namibia,Jason Benade,"Rehoboth, Namibia",Prop,28,188 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50117.png
Nam-30,Namibia,Casper Viviers,"Windhoek, Namibia",Prop,35,185 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/28821.png
Nam-31,Namibia,Johan Coetzee,"Windhoek, Namibia",Prop,35,186 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/33762.png
Nam-32,Namibia,Desiderius Sethie,"Walvis Bay, Namibia",Prop,31,178 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61199.png
Nam-33,Namibia,Haitembu Shikufa,,Prop,25, Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/308b0b06-2eb3-4d79-a18e-4a6068dc81e2.png
Rsa-1,South-Africa,Manie Libbok,,10,26,182 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57850.png
Rsa-2,South-Africa,Willie Le Roux,"Strand, South Africa",15,34,186 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49080.png
